OTU	Domain	Phylum	Class	Order	Family	Genus	Species
Otu00256	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified	unclassified
Otu00257	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu00258	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu00259	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	unclassified	unclassified
Otu00260	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu00261	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu00262	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	unclassified
Otu00263	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	unclassified
Otu00264	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu00265	Bacteria	Tenericutes	Mollicutes	RF39	unclassified	unclassified	unclassified
Otu00266	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	[Barnesiellaceae]	unclassified	unclassified
Otu00267	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	unclassified
Otu00268	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu00269	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	unclassified
Otu00270	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu00271	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified	unclassified
Otu00272	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu00273	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	unclassified	unclassified
Otu00274	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified
Otu00275	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	unclassified
Otu00276	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu00277	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu00278	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	unclassified
Otu00279	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	unclassified
Otu00280	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	unclassified
Otu00281	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus	unclassified
Otu00282	Bacteria	Tenericutes	RF3	ML615J-28	unclassified	unclassified	unclassified
Otu00283	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu00284	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified	unclassified
Otu00285	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Holdemania	unclassified
Otu00286	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu00287	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	prausnitzii
Otu00288	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	unclassified
Otu00289	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	unclassified	unclassified
Otu00290	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu00291	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified
Otu00292	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	unclassified
Otu00293	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	unclassified
Otu00294	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu00295	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified
Otu00296	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	unclassified	unclassified
Otu00297	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	unclassified
Otu00298	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	unclassified
Otu00299	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	copri
Otu00300	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu00301	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	D168
Otu00302	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified
Otu00303	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu00304	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu00305	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	unclassified
Otu00306	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	unclassified	unclassified
Otu00307	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	massiliensis
Otu00308	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	unclassified
Otu00309	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu00310	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu00311	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	02d06	unclassified
Otu00312	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu00313	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu00314	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	unclassified
Otu00315	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	prausnitzii
Otu00316	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	unclassified
Otu00317	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	unclassified
Otu00318	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	unclassified
Otu00319	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	[Odoribacteraceae]	Odoribacter	unclassified
Otu00320	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	unclassified
Otu00321	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	colinum
Otu00322	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	unclassified
Otu00323	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified
Otu00324	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	unclassified
Otu00325	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Ruminococcus]	gnavus
Otu00326	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	unclassified	unclassified
Otu00327	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	cc_115	unclassified
Otu00328	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	unclassified
Otu00329	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu00330	Bacteria	Firmicutes	Clostridia	Clostridiales	[Mogibacteriaceae]	unclassified	unclassified
Otu00331	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu00332	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	unclassified	unclassified
Otu00333	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrio	unclassified
Otu00334	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified	unclassified
Otu00335	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu00336	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	unclassified
Otu00337	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	indistinctus
Otu00338	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu00339	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	[Paraprevotellaceae]	Paraprevotella	unclassified
Otu00340	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	unclassified	unclassified
Otu00341	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu00342	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	unclassified	unclassified	unclassified
Otu00343	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified
Otu00344	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu00345	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Slackia	unclassified
Otu00346	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu00347	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	unclassified
Otu00348	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	unclassified
Otu00349	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	[Eubacterium]	cylindroides
Otu00350	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	unclassified
Otu00351	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	animalis
Otu00352	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	pullicaecorum
Otu00353	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu00354	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	unclassified
Otu00355	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	coprophilus
Otu00356	Bacteria	Firmicutes	Clostridia	Clostridiales	[Mogibacteriaceae]	Mogibacterium	unclassified
Otu00357	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	unclassified
Otu00358	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	cc_115	unclassified
Otu00359	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Slackia	unclassified
Otu00360	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	unclassified
Otu00361	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu00362	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	unclassified	unclassified
Otu00363	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	unclassified	unclassified
Otu00364	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	unclassified
Otu00365	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified
Otu00366	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	unclassified
Otu00367	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	unclassified
Otu00368	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified
Otu00369	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	unclassified
Otu00370	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu00371	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	unclassified
Otu00372	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu00373	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	rc4-4	unclassified
Otu00374	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	unclassified
Otu00375	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	unclassified
Otu00376	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	unclassified
Otu00377	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	unclassified
Otu00378	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified
Otu00379	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified
Otu00380	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu00381	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	unclassified
Otu00382	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu00383	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu00384	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	unclassified
Otu00385	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	unclassified
Otu00386	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	unclassified
Otu00387	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	unclassified
Otu00388	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu00389	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu00390	Bacteria	Firmicutes	Clostridia	Clostridiales	[Mogibacteriaceae]	unclassified	unclassified
Otu00391	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter_Eubacterium	unclassified
Otu00392	Bacteria	Firmicutes	Clostridia	Clostridiales	[Mogibacteriaceae]	unclassified	unclassified
Otu00393	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified	unclassified
Otu00394	Bacteria	Tenericutes	Mollicutes	RF39	unclassified	unclassified	unclassified
Otu00395	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	indistinctus
Otu00396	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	producta
Otu00397	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified
Otu00398	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	unclassified
Otu00399	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu00400	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	unclassified
Otu00401	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	unclassified
Otu00402	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu00403	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uniformis
Otu00404	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	prausnitzii
Otu00405	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uniformis
Otu00406	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified
Otu00407	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified	unclassified
Otu00408	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	unclassified
Otu00409	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	copri
Otu00410	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified	unclassified
Otu00411	Bacteria	Tenericutes	Mollicutes	RF39	unclassified	unclassified	unclassified
Otu00412	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	unclassified
Otu00413	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Epulopiscium	unclassified
Otu00414	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Synergistes	unclassified
Otu00415	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	unclassified
Otu00416	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified
Otu00417	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	unclassified
Otu00418	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu00419	Bacteria	Firmicutes	Clostridia	Clostridiales	[Tissierellaceae]	Parvimonas	unclassified
Otu00420	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	unclassified
Otu00421	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu00422	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified	unclassified
Otu00423	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified
Otu00424	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Succiniclasticum	unclassified
Otu00425	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu00426	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu00427	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	cateniformis
Otu00428	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	unclassified
Otu00429	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	distasonis
Otu00430	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu00431	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	unclassified
Otu00432	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified	unclassified
Otu00433	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	prausnitzii
Otu00434	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Adlercreutzia	unclassified
Otu00435	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified	unclassified
Otu00436	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	mucosae
Otu00437	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	[Eubacterium]	dolichum
Otu00438	Bacteria	Tenericutes	Mollicutes	RF39	unclassified	unclassified	unclassified
Otu00439	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	unclassified
Otu00440	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	anginosus
Otu00441	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified
Otu00442	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	unclassified
Otu00443	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu00444	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus	unclassified
Otu00445	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	unclassified
Otu00446	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu00447	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	unclassified
Otu00448	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified
Otu00449	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu00450	Bacteria	Cyanobacteria	4C0d-2	YS2	unclassified	unclassified	unclassified
Otu00451	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu00452	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium	unclassified
Otu00453	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	unclassified	unclassified
Otu00454	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	unclassified
Otu00455	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu00456	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	unclassified
Otu00457	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	unclassified
Otu00458	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	unclassified
Otu00459	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	unclassified
Otu00460	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified	unclassified
